StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Condition,RFSF1,RFSF2,RFSF3,RFSF4,RFSF5,RFSF6,RFSF7,RFSF8,RFSF9,RFSF10,RFSF11,RFSF12,RFSF13,RFSF14,RFSF15,RFSF16,RFSF17,RFSF18,RFSF19,RFSF20,RFSF21,RFSF22,RFSF23,RFSF24,RFSF25,RFSF26,RFSF27,RFSF28,RFSF29,RFSF30,Q94,Q95,Q96,Q97,Q98,Q100,Q101,Q102,Q103,Q104,Q105,Q106,Q107,Q108,Q109,Q110,Q111,Q112,Q113,Q114,Q115,Q116,Q117,Q118,Q119,Q171,Q172,Q173,Q174,Q175,Q182,Q148,Q149,Q150,Q151,Q152,Q153,Q154,Q155,Q156,Q157,Q158,Q159,Q160,Q161,Q162,Q163,Q164,Q165,Q166,Q167,Q168,Q169,Q170,Q171,Q172,Q176,Q178,Q179,Q180,Q181,Q54,Q55,Q57,Q58,Q59,Q60,Q61,Q62,Q63,Q66,Q64,Q65,Q7,Q1,Q2,Q183,Q9,Q10,Q11,Q11_2_TEXT,Q12,Q71,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q159,Q160,Q161,Q162,Q53,Q54,Q54_6_TEXT,Q56,Q57,Q61,Q62,Q62_3_TEXT,Q63,Q51,Q185,id
1/31/22 22:13,1/31/22 22:20,0,131.247.224.115,100,422,1,1/31/22 22:20,R_3prH5ded2yXj5OX,,,,,28.06190491,-82.40440369,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,3,2,3,3,4,4,3,4,4,4,3,3,4,4,4,3,3,2,2,3,2,2,1,1,1,1,1,5,2,2,4,3,4,4,2,4,4,4,4,2,2,3,4,2,4,4,3,4,3,3,3,3,3,3,3,3,3,3,5,6,3,6,5,4,2,3,4,2,2,3,4,2,1,olive,4,2,1,,4,4,5,4,5,4,6,5,5,3,4,2,2,5,18,1,,4,1,2,1,,1,2,Cybersecurity,45809
1/31/22 22:20,1/31/22 22:32,0,131.247.224.123,100,733,1,1/31/22 22:32,R_2wt38lAdNowDnQ1,,,,,28.06190491,-82.40440369,anonymous,EN,1,1,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,2,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,2,2,2,2,2,3,3,3,3,3,2,4,1,1,3,2,2,2,2,4,1,2,2,1,,olive,3,2,1,,2,1,5,1,7,3,4,2,1,1,1,1,1,3,18,2,,1,1,3,1,,1,1,Psychology,45611
2/1/22 8:58,2/1/22 9:06,0,131.247.226.24,100,465,1,2/1/22 9:06,R_22xnoq17KuwCUIv,,,,,28.06190491,-82.40440369,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,4,2,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,1,1,1,1,1,5,4,4,4,4,4,4,3,4,4,4,2,4,2,4,4,4,4,4,4,4,4,4,2,4,4,3,3,3,3,1,3,6,2,5,2,4,4,4,5,4,2,6,4,2,3,olive,3,2,2,high school,3,4,4,3,2,6,4,4,6,1,5,7,5,7,20,2,,1,1,3,3,christian,3,2,biomedical sciences,45555
2/1/22 9:09,2/1/22 9:17,0,172.109.157.133,100,492,1,2/1/22 9:17,R_3fJfAif2XF5T6UO,,,,,28.05079651,-82.4484024,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,1,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,1,1,1,1,5,4,2,4,1,4,2,2,2,2,2,4,2,2,2,4,4,2,2,2,2,2,3,2,2,2,1,1,1,1,3,1,4,2,5,1,1,1,1,2,2,2,3,3,1,,olive,4,2,1,,1,5,7,4,6,3,5,4,4,3,2,1,1,4,18,2,,1,1,3,3,Catholic,2,1,Biomedical Sciences,45720
2/1/22 10:39,2/1/22 10:48,0,172.225.203.99,100,542,1,2/1/22 10:48,R_3Nxp0QvdRcV3TGw,,,,,28.039505,-81.94979858,anonymous,EN,1,1,4,3,4,2,3,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,3,3,3,4,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,5,2,5,1,4,4,5,5,3,2,4,4,2,2,olive,3,2,1,,2,1,2,1,1,6,4,4,3,1,5,5,2,6,20,1,,1,1,2,3,catholic ,4,2,Computer Engineering ,45743
2/1/22 12:57,2/1/22 13:12,0,24.35.44.140,100,890,1,2/1/22 13:12,R_XFBWw5H50IfiJdT,,,,,27.8401947,-82.64929962,anonymous,EN,1,1,4,4,4,4,3,4,4,4,4,2,4,4,3,3,3,4,4,4,4,4,3,4,3,4,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,2,1,1,1,1,4,2,2,1,1,,olive,2,2,1,,3,3,5,4,5,4,5,4,4,3,2,2,2,2,19,2,,1,1,1,1,,1,2,Chemistry,45826
2/1/22 13:04,2/1/22 13:16,0,131.247.226.39,100,744,1,2/1/22 13:16,R_1Q5U1Gd4n8MtFIM,,,,,28.06190491,-82.40440369,anonymous,EN,0.899999976,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,3,1,4,2,4,4,3,4,4,3,2,4,4,3,4,4,3,3,4,3,4,3,1,1,1,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,5,3,2,1,1,,olive,2,2,1,,2,1,4,1,1,7,1,1,1,1,4,4,4,4,18,2,,1,1,3,1,,2,2,Health Sciences,45496
2/1/22 13:22,2/1/22 13:29,0,131.247.226.135,100,391,1,2/1/22 13:29,R_1Lu0hJXqrAxnm4O,,,,,28.06190491,-82.40440369,anonymous,EN,0.899999976,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,3,2,2,2,2,3,2,3,3,2,1,3,4,1,3,3,2,3,3,3,4,2,1,1,1,1,1,5,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,1,1,3,3,1,3,3,5,5,5,4,5,3,3,4,4,3,4,4,3,1,,olive,2,2,1,,2,4,4,6,5,4,4,4,5,5,4,4,4,5,19,1,,1,1,1,1,,2,2,BioMed,45837
2/1/22 15:07,2/1/22 15:17,0,131.247.226.134,100,572,1,2/1/22 15:17,R_3oTK9sdhgB0OA7t,,,,,28.06190491,-82.40440369,anonymous,EN,1,1,4,3,3,4,3,4,3,3,4,3,4,4,3,2,4,4,3,4,3,3,2,3,3,2,3,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,3,4,4,2,3,4,4,4,2,1,,olive,3,2,1,,1,5,5,3,3,7,4,5,4,2,3,5,4,5,18,1,,3,1,3,1,,6,2,Psychology,44619
2/1/22 15:39,2/1/22 15:52,0,131.247.226.60,100,768,1,2/1/22 15:52,R_1gnGN753gdSH3w3,,,,,28.06190491,-82.40440369,anonymous,EN,1,1,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,1,1,1,1,2,3,4,2,2,1,1,,olive,1,2,1,,2,1,4,1,4,5,5,2,2,1,1,1,1,5,18,2,,1,1,3,3,roman catholic ,4,1,health sciences,45718
2/1/22 16:02,2/1/22 16:07,0,47.198.91.171,100,322,1,2/1/22 16:07,R_1hA4Ji41o0gOwN6,,,,,28.22380066,-82.45490265,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,4,1,4,1,1,4,1,1,1,4,1,4,3,4,3,2,3,4,4,3,4,4,1,1,1,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,6,3,6,6,4,4,4,2,2,6,6,1,1,,olive,1,1,2,Highschool,1,1,7,1,1,7,7,7,7,1,1,5,5,5,20,1,,3,1,1,1,,1,2,Medicine,45828
2/1/22 16:22,2/1/22 16:50,0,75.102.132.108,100,1685,1,2/1/22 16:50,R_3saEFvudm97WWNu,,,,,28.07679749,-82.44599915,anonymous,EN,0.800000012,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,2,1,1,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1,3,6,5,1,1,1,1,1,2,3,4,1,2,2,1,,Olive,3,2,1,,4,1,4,4,3,6,4,5,2,1,1,1,1,6,19,2,,3,1,2,3,Jewish ,2,2,Health Science ,45839
2/1/22 18:16,2/1/22 18:23,0,47.200.14.63,100,467,1,2/1/22 18:23,R_1GKCKQGIhQESOFu,,,,,28.11470032,-82.36779785,anonymous,EN,0.899999976,1,2,2,2,2,1,3,3,2,4,2,3,4,3,3,3,4,4,4,2,3,2,2,2,2,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,4,2,3,2,4,4,4,2,2,4,4,4,4,4,4,4,3,1,1,4,3,4,4,1,3,3,3,3,1,4,5,5,1,5,3,1,2,1,4,3,4,1,,olive,3,1,1,,3,1,6,5,6,6,4,2,2,2,5,1,1,6,24,1,,1,1,1,1,,1,2,Health Sciences,45791
2/1/22 18:40,2/1/22 19:00,0,104.222.21.17,100,1180,1,2/1/22 19:00,R_22mPBlQRL336OhP,,,,,28.04060364,-82.39510345,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,3,3,2,4,2,4,4,4,4,3,4,4,3,4,3,2,2,3,3,2,1,1,2,1,2,5,3,3,4,3,3,2,4,4,4,4,2,4,2,4,4,4,4,4,2,4,4,4,4,4,3,3,3,3,3,3,5,5,3,6,4,4,4,3,5,2,2,2,2,1,,olive,2,2,1,,1,5,5,2,4,4,4,4,5,3,6,4,5,5,20,2,,1,1,2,1,,3,2,Health Science,45749
2/1/22 23:20,2/1/22 23:29,0,47.196.132.199,100,510,1,2/1/22 23:29,R_2CJsHd3EQgvorMN,,,,,28.07629395,-82.48519897,anonymous,EN,1,1,3,2,3,2,2,3,2,2,3,1,3,3,3,2,3,4,3,4,2,3,2,2,2,3,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,2,3,1,1,1,1,1,1,1,3,1,1,3,2,4,olive,3,2,1,,3,2,2,1,1,6,2,4,4,1,3,2,1,5,21,2,,1,1,1,1,,1,2,Psychology,45079
2/2/22 10:51,2/2/22 11:26,0,131.247.226.25,100,2069,1,2/2/22 11:26,R_1r9wseEMaaPgfwl,,,,,28.06190491,-82.40440369,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,2,2,4,2,2,4,2,3,4,2,2,4,4,4,3,3,3,2,3,3,3,2,1,1,1,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,1,3,3,3,3,5,2,5,4,2,3,2,2,2,3,4,2,1,,olive,3,1,2,my school had us take a healthy relationship course during lunch each year because our county had too many STDs in people under 18,2,2,4,3,2,7,2,4,5,1,2,3,3,7,19,1,,1,1,4,3,Baptist,5,2,Mechanical Engineering,45845
2/2/22 12:51,2/2/22 13:08,0,131.247.226.157,100,985,1,2/2/22 13:08,R_1f791JgtYAi1VYX,,,,,28.06190491,-82.40440369,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,3,4,3,2,4,2,4,4,3,2,4,4,4,4,3,4,4,4,3,2,4,1,2,1,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,5,2,5,3,4,1,2,2,2,5,3,1,1,,Olive,2,2,1,,2,4,4,4,4,4,4,4,4,4,4,4,4,4,19,2,,6,1,4,3,Muslim,2,2,Psychology,44364
2/2/22 12:48,2/2/22 13:09,0,131.247.226.19,100,1245,1,2/2/22 13:09,R_2Yrkr6fOFo3YnnN,,,,,28.06190491,-82.40440369,anonymous,EN,1,1,4,2,3,2,2,3,3,1,4,3,4,4,4,4,4,4,3,4,3,4,2,2,2,3,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,2,4,3,3,2,2,1,4,4,3,1,1,,olive,2,2,2,High School Classes,2,1,2,1,1,7,2,2,2,1,5,2,2,6,19,2,,4,1,4,3,Catholic,2,2,Psychology,45607
2/2/22 15:06,2/2/22 15:33,0,75.102.132.71,100,1627,1,2/2/22 15:33,R_2rGZg0ycx1ljR37,,,,,28.07679749,-82.44599915,anonymous,EN,1,1,4,3,4,3,4,4,3,2,4,3,4,3,4,1,2,2,4,4,4,4,4,4,4,3,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,2,2,4,4,4,2,4,4,4,3,2,4,4,2,2,4,2,2,4,2,2,4,2,4,3,2,4,6,3,4,1,4,4,2,4,6,2,2,2,1,,olive,4,2,1,,2,1,4,6,1,7,4,5,4,4,4,5,4,4,19,2,,1,1,1,1,,1,2,Health Sciences,45565
2/2/22 15:41,2/2/22 15:51,0,131.247.226.117,100,590,1,2/2/22 15:51,R_1Ii47NIaAOM2wZA,,,,,28.06190491,-82.40440369,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,2,3,3,3,3,2,4,3,3,3,4,4,4,3,4,4,2,3,3,4,3,1,1,2,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,4,2,2,2,2,3,5,3,2,1,1,,olive,2,2,1,,4,5,6,5,5,4,4,4,5,3,3,3,1,5,18,2,,1,1,3,3,Catholic,2,2,biology,45820
2/2/22 17:39,2/2/22 17:59,0,131.247.224.7,100,1233,1,2/2/22 17:59,R_2rptPUgdOUkdcGf,,,,,28.06190491,-82.40440369,anonymous,EN,1,1,4,2,4,4,4,3,4,2,4,2,4,4,4,3,4,4,4,4,3,4,3,4,4,3,3,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,3,5,3,2,2,2,3,5,4,3,1,1,,olive,3,2,2,High School,2,1,1,1,3,7,1,1,1,1,2,2,1,2,20,2,,1,1,2,1,,1,2,Health Sciences ,45834
2/2/22 17:57,2/2/22 18:06,0,96.58.116.157,100,543,1,2/2/22 18:06,R_3Hn8iFrmMUw7gtR,,,,,28.04060364,-82.39510345,anonymous,EN,0.800000012,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,4,4,4,4,4,2,3,4,4,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,3,2,3,3,3,3,3,6,4,4,6,1,1,4,5,2,4,1,6,2,1,,olive,1,2,1,,2,1,1,1,7,5,4,3,4,3,4,4,3,7,19,2,,4,1,1,1,,1,2,Biomedical Sciences ,45522
2/2/22 21:43,2/2/22 21:53,0,47.196.159.56,100,575,1,2/2/22 21:53,R_3n3plzO57A3mpGp,,,,,28.07910156,-82.52449799,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,2,2,3,2,2,2,2,3,3,3,3,3,3,2,3,4,3,3,3,2,3,2,1,1,2,1,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,1,4,4,5,2,6,5,3,4,3,2,4,4,4,3,1,,olive,3,2,1,,2,4,5,5,4,5,4,4,4,3,3,3,3,3,19,1,,4,1,4,3,Christian,5,2,Health Sciences,45853
2/3/22 2:58,2/3/22 3:08,0,75.102.132.103,100,607,1,2/3/22 3:08,R_2c1NK9eYVp250dT,,,,,28.07679749,-82.44599915,anonymous,EN,0.899999976,1,4,3,4,4,4,4,3,2,3,4,4,4,4,4,4,4,4,4,4,4,2,3,2,4,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,3,4,4,2,4,3,3,1,4,3,3,1,3,4,4,4,3,3,3,3,1,3,4,4,3,3,3,3,3,4,5,4,5,4,3,3,3,4,4,2,2,3,1,,olive,2,2,2,therapy,3,5,6,2,6,2,5,5,5,5,5,4,4,6,23,2,,3,1,3,1,,1,2,psychology,45854
2/3/22 9:13,2/3/22 9:22,0,131.247.226.32,100,536,1,2/3/22 9:22,R_PXv41XCOxajoZ0d,,,,,28.06190491,-82.40440369,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,4,4,4,3,4,4,4,4,4,4,1,4,4,4,4,3,4,3,4,3,4,4,1,1,1,1,1,5,4,4,4,4,4,4,4,4,4,4,1,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,3,3,1,1,1,4,6,1,1,5,5,6,6,2,2,5,2,1,,olive,3,2,1,,2,4,5,4,4,6,4,4,4,2,2,4,1,4,18,1,,"1,4",1,3,3,Catholic,3,2,psychology,45530
2/3/22 9:22,2/3/22 9:29,0,131.247.226.36,100,436,1,2/3/22 9:29,R_1LthmaSD6O6EIwk,,,,,28.06190491,-82.40440369,anonymous,EN,1,1,4,4,4,3,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,3,2,3,2,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,1,1,3,3,1,1,5,6,3,4,4,2,2,2,4,6,3,1,2,1,,olive,3,2,1,,3,4,5,4,6,3,5,5,5,3,5,3,1,6,20,2,,4,1,3,3,christian,3,2,psychology,44639
2/3/22 9:52,2/3/22 10:00,0,131.247.226.134,100,493,1,2/3/22 10:00,R_8eoigs0tMVDhEqZ,,,,,28.06190491,-82.40440369,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,4,2,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,2,2,3,4,4,1,1,1,1,1,5,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4,4,3,1,3,1,3,3,6,2,4,4,2,2,2,5,5,1,4,2,1,,olive,2,2,1,,3,1,5,3,2,4,4,2,5,1,6,2,1,3,18,2,,2,1,5,3,Baptist,5,2,Psychology,44380
2/3/22 12:36,2/3/22 12:56,0,131.247.224.22,100,1197,1,2/3/22 12:56,R_3PnktXwOrrIUf4z,,,,,28.06190491,-82.40440369,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,3,3,3,4,3,1,1,1,1,1,5,4,4,4,2,4,4,4,4,4,3,4,4,4,4,2,4,4,4,4,4,4,4,2,4,4,3,3,3,3,3,6,6,3,4,3,2,3,2,4,5,2,1,2,2,1,olive,3,2,1,,4,1,5,4,4,6,2,5,4,2,5,5,2,6,18,2,,6,1,5,3,Coptic Orthodox Christian ,4,2,psychology ,44475
2/3/22 13:51,2/3/22 13:59,0,131.247.244.241,100,479,1,2/3/22 13:59,R_2QS6TYtNQCoECVv,,,,,28.11470032,-82.36779785,anonymous,EN,1,1,3,4,4,2,2,3,4,3,3,2,4,4,4,2,3,4,4,4,4,3,3,3,3,3,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,5,2,5,2,4,2,4,2,3,1,4,3,2,3,olive,5,2,2,school,3,2,2,2,2,6,2,2,2,2,2,2,2,5,19,2,,1,1,3,3,christian,3,2,Psychology,44598
2/3/22 15:23,2/3/22 15:31,0,131.247.226.117,100,486,1,2/3/22 15:31,R_1pzeab4dwynaQ8z,,,,,28.06190491,-82.40440369,anonymous,EN,0.800000012,1,1,1,2,1,1,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,1,1,1,1,1,2,1,1,4,2,4,Olive,4,2,2,By people I am close to.,3,2,4,2,7,4,4,4,4,3,5,5,2,5,19,2,,1,1,3,3,Christian,5,2,Social Work,45859
2/3/22 19:24,2/3/22 19:34,0,174.58.36.14,100,570,1,2/3/22 19:34,R_3nH5s5kv0hrJQmt,,,,,27.32539368,-82.47329712,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,4,2,4,4,4,4,3,3,4,4,3,4,4,4,3,3,3,4,2,1,1,1,1,1,5,4,4,4,1,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,1,3,4,5,3,5,3,4,4,3,4,3,2,5,2,1,,olive,1,1,1,,2,2,4,4,2,5,3,3,3,3,3,3,3,5,22,2,,1,1,3,3,Christian,2,2,Biology,45823
2/4/22 19:26,2/4/22 19:38,0,75.102.132.75,100,676,1,2/4/22 19:38,R_1N82LVVSryvZAAx,,,,,28.07679749,-82.44599915,anonymous,EN,1,1,2,1,2,1,1,2,2,2,2,1,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,1,4,1,5,1,1,1,1,1,2,1,1,3,2,2,olive,3,2,2,"Parents, internet, and other parental figures.",2,4,5,3,4,6,3,3,5,2,5,5,3,5,19,2,,"1,4",1,1,1,,1,2,biology ,45690
2/5/22 14:50,2/5/22 15:00,0,131.247.224.146,100,557,1,2/5/22 15:00,R_2dT4UgFHP8GsrlR,,,,,28.06190491,-82.40440369,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,2,2,4,4,2,4,2,3,4,4,3,2,4,4,4,2,4,1,1,2,3,3,1,1,1,1,1,5,4,4,4,3,3,4,2,4,4,1,4,4,2,3,3,4,4,4,3,2,3,3,3,4,3,3,3,3,3,3,5,6,4,6,3,1,1,1,3,2,1,1,3,2,2,olive,3,2,1,,3,1,6,2,7,4,4,6,4,3,5,2,1,5,19,2,,7,1,1,1,,1,1,psych,45885
2/5/22 20:18,2/5/22 20:35,0,68.200.94.11,100,1006,1,2/5/22 20:35,R_1hToO3RxXODvfXA,,,,,28.06840515,-82.75930023,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,3,1,2,3,1,4,4,4,4,4,1,4,4,4,4,4,3,3,3,2,4,3,1,1,1,1,1,5,4,2,4,3,3,2,2,2,2,2,4,4,2,2,4,4,2,2,2,2,2,2,2,2,2,3,3,3,3,3,1,6,1,2,1,1,1,2,5,1,1,2,3,2,2,olive,3,2,1,,1,1,4,1,5,6,4,5,5,1,2,2,1,6,21,1,,"1,3",1,2,3,Catholic,3,2,Chemistry,45663
2/6/22 17:27,2/6/22 17:44,0,131.247.226.243,100,981,1,2/6/22 17:44,R_2fBfFFNFHwGNw0O,,,,,28.06190491,-82.40440369,anonymous,EN,1,1,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,4,4,1,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,2,4,4,4,2,3,3,3,3,4,1,3,3,1,2,1,1,1,1,2,1,1,3,1,,olive,5,2,2,Home,5,4,4,4,7,4,5,4,4,4,4,2,2,6,18,2,,2,1,1,,,1,2,Health Science,45725
2/6/22 20:48,2/6/22 21:22,0,68.200.237.202,100,2063,1,2/6/22 21:22,R_dbZvWtl4qGKbF4d,,,,,27.86720276,-82.35030365,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,4,1,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,1,1,1,1,4,5,4,3,4,4,1,4,4,2,4,4,4,2,2,2,2,4,4,4,3,2,4,4,4,4,4,1,1,1,1,1,4,4,4,4,1,2,1,1,4,4,1,6,4,2,4,olive,4,2,1,,2,5,5,2,4,6,3,4,4,3,3,4,1,6,19,2,,1,1,3,3,Christian,5,2,Biology,45883
2/6/22 21:18,2/6/22 21:25,0,47.204.217.87,100,403,1,2/6/22 21:25,R_a4TllxnrCBR7M53,,,,,28.14509583,-82.51319885,anonymous,EN,1,1,4,2,4,2,2,3,4,2,3,4,4,4,4,2,4,4,4,4,4,4,2,4,3,4,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,4,4,2,4,2,4,2,4,2,4,4,4,2,4,4,4,4,4,4,2,4,3,4,4,1,2,2,1,2,2,3,2,3,2,4,3,2,4,3,1,4,2,1,,olive,2,2,1,,1,3,4,4,3,4,1,1,2,1,2,1,1,2,19,1,,1,1,1,1,,1,2,Cybersecurity,45893
2/6/22 22:47,2/6/22 22:55,0,47.196.14.251,100,449,1,2/6/22 22:55,R_OqkXRVGSPvDkONr,,,,,27.86720276,-82.35030365,anonymous,EN,1,1,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,2,4,4,4,4,4,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,6,5,1,1,1,2,2,1,2,1,1,,olive,1,2,1,,2,1,2,4,1,6,7,2,1,1,1,1,1,5,20,2,,2,1,4,3,apostolic pentecostal,6,2,psych,44645
